Name,Close
GOOGL,263.11
GOOGL,265.57
GOOGL,253.44
GOOGL,255.13
GOOGL,249.58
GOOGL,246.82
GOOGL,261.09
GOOGL,254.78
GOOGL,252.95
GOOGL,255.7
GOOGL,254.02
GOOGL,254.24
GOOGL,249.43
GOOGL,247.46
GOOGL,237.74
GOOGL,236.26
GOOGL,238.82
GOOGL,238.77
GOOGL,237.97
GOOGL,245.48
GOOGL,243.06
GOOGL,241.43
GOOGL,246.93
GOOGL,253.05
GOOGL,249.61
GOOGL,243.0
GOOGL,242.63
GOOGL,237.25
GOOGL,243.75
GOOGL,244.49
GOOGL,241.84
GOOGL,249.24
GOOGL,250.89
GOOGL,250.29
GOOGL,250.27
GOOGL,244.52
GOOGL,243.37
GOOGL,241.27
GOOGL,237.79
GOOGL,236.58
GOOGL,236.28
GOOGL,227.36
GOOGL,222.7
GOOGL,219.96
GOOGL,218.49
GOOGL,218.25
GOOGL,225.33
GOOGL,228.51
GOOGL,233.98
GOOGL,238.15
GOOGL,244.84
GOOGL,245.91
GOOGL,247.26
GOOGL,230.03
GOOGL,233.32
GOOGL,241.04
GOOGL,238.99
GOOGL,242.65
GOOGL,245.28
GOOGL,244.73
GOOGL,246.56
GOOGL,242.42
GOOGL,242.74
GOOGL,242.67
GOOGL,245.45
GOOGL,245.16
GOOGL,253.41
GOOGL,254.3
GOOGL,250.36
GOOGL,252.93
GOOGL,252.11
GOOGL,246.12
GOOGL,246.25
GOOGL,243.42
GOOGL,243.04
GOOGL,245.51
GOOGL,241.32
GOOGL,234.22
GOOGL,231.24
GOOGL,232.27
GOOGL,225.92
GOOGL,227.54
GOOGL,225.72
GOOGL,229.64
GOOGL,226.57
GOOGL,225.24
GOOGL,230.4
GOOGL,231.82
GOOGL,235.39
GOOGL,232.43
GOOGL,235.53
GOOGL,238.33
GOOGL,238.31
GOOGL,241.38
GOOGL,240.46
GOOGL,240.56
GOOGL,240.77
GOOGL,245.32
GOOGL,254.39
GOOGL,256.99
GOOGL,258.26
GOOGL,257.0
GOOGL,263.91
GOOGL,265.47
